TIDM,Name,Industry,Subsector,Price,Graham number / Close,1y ago Graham number / Close  1y ago,EV / EBIT,1y ago EV / EBIT,EV / EBIT 5y av.,fc PE,PE,1y ago PE,PE 5y av.,PE 10y av.,PEG,1y ago PEG,Price to NAV,1y ago price to NAV,Yield,Dividend Cover,Broker consensus,Previous consensus,EBIT (m),Dir holdings 3m change %,City holdings 3m change %,Net debt to EBITDA,% Total Return 1y,EV / Free cash flow,Beta 1y daily (vs. UKX) TTM,
STJ,St James's Place PLC,Financials,Asset Managers and Custodians,£8.046,0.75918,0.46789,,,,11.2,11.0,32.1,27.6,25.9,,0.8,3.5,8.1,6.5,1.4,Outperform,Outperform,0.0,0.0000,1.9664,,-18.4,-4.1,1.49,
STAF,Staffline Group PLC,Industrials,Business Training and Employment Agencies,£0.26,2.7738,2.4377,9.6,57.3,,8.3,4.7,8.9,,,,,0.6,1.6,,,Buy,Buy,4.3,0.9633,20.3344,-0.0,-31.6,-27.4,0.19,
STAN,Standard Chartered PLC,Financials,Banks,£7.442,2.5436,3.1256,,,,6.8,9.2,7.2,11.9,,0.3,0.4,0.5,0.4,2.0,5.5,Outperform,Outperform,0.0,0.0000,0.0000,,34.3,50.7,1.47,
STAR,Star Energy Group PLC,Energy,Oil - Crude Producers,£0.114,8.6337,1.5504,1.3,4.6,,1.0,1.3,2.3,,,0.04,0.04,0.2,0.2,,,Buy,Buy,21.0,0.0596,0.0000,0.6,-79.3,3.7,0.27,
STA,Star Phoenix Group Ltd,Energy,Offshore Drilling and Other Services,£0.0105,7.5134,5.8391,,,,,,,,,,,-0.3,-0.6,,,No Opinion,No Opinion,-0.8,-1.1440,0.0000,,-31.1,-0.8,,
SVE,Starvest PLC,Financials,Investment Services,£0.055,,,0.4,2.8,,,,,,,,,0.5,0.7,,,,,7.0,0.0000,0.0000,-0.1,-31.2,-10.5,-0.05,
SWEF,Starwood European Real Estate Finance Ltd,Financials,Closed End Investments,£0.873,1.4764,1.1349,,,,,12.1,20.0,14.9,19.5,,0.4,0.8,0.9,6.3,1.3,Outperform,Outperform,0.0,0.0000,0.0000,,3.04,17.7,0.12,
SRAD,Stelrad Group PLC,Industrials,Building Materials - Other,£1.10,1.1978,0.55505,10.2,9.3,9.7,8.3,5.8,12.8,,,,1.0,2.7,10.2,6.9,2.5,Buy,Buy,21.8,0.0000,0.0000,1.8,-27.2,19.4,0.60,
STCM,Steppe Cement Ltd,Industrials,Cement,£0.245,3.0223,2.3014,3.1,5.9,5.8,,3.6,7.8,7.5,,,1.5,1.0,2.0,,,No Opinion,No Opinion,22.3,0.0731,8.5402,0.09,-6.35,15.9,-0.04,
STEM,SThree PLC,Industrials,Business Training and Employment Agencies,£3.6175,10.023,8.1249,5.6,10.6,8.4,9.4,0.09,0.2,8.6,14.7,,0.006,2.4,4.4,4.4,249.4,Buy,Buy,81.5,0.0267,8.0883,-0.3,8.39,16.6,0.93,
STM,STM Group PLC,Financials,Asset Managers and Custodians,£0.525,1.2213,2.4463,4.2,1.0,,36.7,16.2,10.9,10.3,,,0.6,0.9,0.5,2.2,2.8,No Opinion,No Opinion,4.7,1.1111,0.5359,-3.6,107,10.7,0.17,
0OA4,Store Electronic Systems SA,Technology,Electronic Components,€112.704,0.13474,0.078892,58.3,134.2,,,137.9,375.5,,,,1.2,9.1,6.4,,,,,31.4,,,1.0,22,-56.3,0.61,
SEC,Strategic Equity Capital PLC,Financials,Closed End Investments,£3.055,,3.5379,,,,,,2.8,,,,,0.9,0.9,0.7,,,,0.0,0.0000,-9.1439,,16,3.8,0.29,
SML,Strategic Minerals PLC,Basic Materials,Iron and Steel,£0.0015,8.9774,4.6487,10.0,30.5,18.5,,1.8,4.1,,,,,0.3,0.6,,,,,0.4,-0.0828,0.0000,0.4,-50,-15.0,0.19,
STK,StreaksAI PLC,Consumer Discretionary,Electronic Entertainment,£0.0125,,,,,,,,,,,,,2.4,,,,,,-3.4,-4.6255,9.8666,,,-1.0,,
STG,Strip Tinning Holdings PLC,Consumer Discretionary,Auto Parts,£0.65,,,,,,,,,,,,,1.4,,,,Buy,Buy,-4.9,0.0000,-0.0971,,4,-1.8,-0.12,
KETL,Strix Group PLC,Technology,Electronic Components,£0.5695,1.1472,0.51709,8.4,24.0,14.7,5.7,5.2,20.4,12.9,,,,3.3,24.8,10.8,1.8,Outperform,Outperform,25.5,0.0237,0.0000,2.8,-48.1,20.0,1.19,
STS,STS Global Income & Growth Trust PLC,Financials,Closed End Investments,£2.175,,1.809,,,,,,6.9,,,,,1.0,1.0,2.8,,,,0.0,0.0000,-5.2001,,-2.74,33.2,0.46,
STVG,STV Group PLC,Consumer Discretionary,Radio and TV Broadcasters,£1.97,,,7.3,11.2,14.6,5.8,4.7,8.0,7.9,8.8,,,-11.2,-6.3,5.9,3.6,Buy,Buy,25.7,0.0000,0.0000,1.1,-26.9,-26.7,0.21,
0Q3C,Suess Microtec AG,Technology,Semiconductors,€20.60,0.79373,1.1808,12.5,17.9,134.5,,16.1,25.1,,,,0.5,2.2,2.6,1.0,6.4,,,29.7,,,-0.7,97.7,27.4,1.23,
SRES,Sunrise Resources PLC,Basic Materials,General Mining,£0.00075,0,0,,,,,,,,,,,1.1,3.3,,,,,-0.1,0.0000,3.2131,,-31.8,-7.1,-0.33,
SDRY,Superdry PLC,Consumer Discretionary,Clothing and Accessories,£0.43275,9.0962,2.9344,,21.5,,,,4.4,,,,,-0.7,1.2,,,Hold,Hold,-23.6,0.0131,0.0000,6.8,-58.1,-7.4,0.93,
SUPR,Supermarket Income Reit PLC,Real Estate,Retail REITs,£0.7705,1.4388,1.3826,,,,12.9,13.6,20.3,19.6,,2.7,,0.8,1.0,7.6,1.0,Outperform,Outperform,0.0,0.0173,-9.6327,,-17.8,29.9,0.81,
SYME,Supply@Me Capital PLC,Technology,Software,£0.00105,0,0,,,,,,,,,,,-29.2,-42.3,,,No Opinion,No Opinion,-4.7,1.2593,1.6697,,44.8,-10.5,0.78,
SUP,Supreme PLC,Technology,Electronic Components,£1.075,0.84011,1.0854,10.9,12.8,13.2,7.0,9.6,14.5,,,0.3,,3.2,6.5,2.8,3.7,Buy,Buy,12.6,0.0000,0.0000,0.6,39,8.5,0.40,
SURE,Sure Ventures PLC,Financials,Closed End Investments,£0.94,,3.0701,,,,,,2.8,,,,,0.8,0.8,,,,,0.0,0.0000,0.6593,,-13.4,-20.9,-0.01,
SCE,Surface Transforms PLC,Consumer Discretionary,Auto Parts,£0.28,,,,,,,,,,,,,2.1,5.0,,,No Opinion,No Opinion,-5.9,0.4089,0.2284,,-38.5,-3.9,0.49,
SUN,Surgical Innovations Group PLC,Health Care,Medical Equipment,£0.0115,0,,146.4,,,,,,,,,,1.0,2.1,,,Buy,Buy,0.07,-2.1312,0.0000,-0.1,-32.4,-12.5,0.06,
SUH,Sutton Harbour Group PLC,Industrials,Transportation Services,£0.155,,,,38.3,,,,,,,,,0.4,0.5,,,,,-0.9,0.0000,10.0000,,-29.5,-10.2,0.03,
SVM,SVM UK Emerging Fund PLC,Financials,Closed End Investments,£0.675,,,,,,,,,,,,,0.7,0.8,,,,,0.0,0.0000,29.7821,,-1.46,,-0.00,
SLP,Sylvania Platinum Ltd ,Basic Materials,Platinum and Precious Metals,£0.775,2.7146,2.6975,1.3,1.5,1.5,8.9,5.7,5.2,5.0,,,,0.9,1.0,10.3,1.6,Buy,Buy,65.9,0.0953,-1.0401,-1.8,1.72,1.8,0.59,
SYM,Symphony Environmental Technologies PLC,Industrials,Containers and Packaging,£0.0725,,,,,,,,,,,,,8.1,12.5,,,No Opinion,No Opinion,-2.9,-6.3408,0.0000,,-53.2,-7.7,0.37,
SIHL,Symphony International Holdings Ltd,Financials,Asset Managers and Custodians,$0.464,1.2313,4.9734,,,,,30.9,1.7,,,,,0.5,0.4,5.4,0.6,,,0.0,0.0000,0.0000,,7.47,-19.3,0.13,
SNG,Synairgen PLC,Health Care,Pharmaceuticals,£0.0748,,,,,,,,,,,,,0.8,11.3,,,Buy,Buy,-20.1,0.0000,0.0000,,-61.2,,1.49,
SYNC,Syncona Ltd,Financials,Closed End Investments,£1.07,,0.47098,,,,,,123.1,,,,,0.6,0.8,,,Outperform,Buy,0.0,0.0000,0.0000,,-33.2,-2702.4,0.65,
SNX,Synectics PLC,Industrials,Professional Business Support Services,£1.125,1.8408,,16.9,,,10.3,12.9,,,,0.5,,0.5,0.6,1.8,4.4,No Opinion,No Opinion,1.1,0.0000,0.0000,-0.4,0.439,9291.4,0.29,
SYN,Synergia Energy Ltd,Energy,Oil - Crude Producers,£0.001325,,0,,,,,,,,,,,2.0,,,,,,-4.8,1.2247,28.2736,,15.2,-4.1,0.99,
SYNT,Synthomer PLC,Basic Materials,Chemicals - Diversified,£2.6285,8.4128,4.5285,11.2,5.4,11.2,8.3,1.8,5.3,9.5,11.7,,,0.2,1.8,,,Outperform,Outperform,119.3,-0.2249,0.0000,4.0,-90.5,38.2,2.51,
SYNN,Synthomer PLC NEW,,,£0.65745,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNF,Synthomer PLC NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYS,SysGroup PLC,Technology,Consumer Digital Services,£0.31,1.9347,2.7406,21.8,12.7,138.9,,7.9,6.7,9.3,,,0.8,0.7,0.6,,,No Opinion,No Opinion,0.8,9.5504,-13.9174,0.4,47.6,10.0,0.23,
SYS1,System1 Group PLC,Consumer Discretionary,Media Agencies,£2.20,0.31738,0.44943,27.6,29.6,23.4,37.7,68.8,41.2,,,0.8,,3.2,4.7,,,Buy,Buy,0.9,0.0000,-1.4106,-2.1,-4.35,-7.7,-0.14,
0HDK,Systemair AB Ord Shs,Industrials,Building Materials - Other,kr66.90,0.69854,0.72125,14.5,18.2,17.7,,17.4,22.0,21.6,22.4,,0.6,2.6,3.4,1.6,3.5,,,1069.6,,,0.8,44.2,146.4,0.87,
TRAC,T42 Lot Tracking Solutions PLC,Technology,Software,£0.0375,1.9918,,,,,,,,,,,,-4.7,57.0,,,No Opinion,No Opinion,-1.0,0.0000,0.0000,,-59.5,-3.6,0.11,
0RF6,Taaleri Oyj,Financials,Asset Managers and Custodians,€9.35,1.0875,0.75352,7.0,22.1,15.9,,14.4,39.9,,,,0.3,1.3,1.4,7.5,0.9,,,33.2,,,-0.9,7.26,8.2,0.46,
0RN3,Takeda Pharmaceutical Co Ltd,Health Care,Pharmaceuticals,€49.35,93.173,,22.7,,61.0,,38.6,,,,,,2.2,,2.0,1.3,,,548223.0,,,3.2,,51.2,,
TAND,Tan Delta Systems PLC,Energy,Oil Equipment and Services,£0.25,0.098763,,64.9,,,,62.5,,,,,,36.9,,,,,,0.3,0.0000,0.0000,0.006,,1076.9,,
TND,Tandem Group PLC,Consumer Discretionary,Recreational Products,£1.60,2.5732,3.1795,8.0,6.1,5.5,72.7,10.4,8.2,6.8,6.2,,,0.3,1.3,6.3,1.5,Buy,Buy,1.3,0.0000,1.0234,0.001,-33.3,-2.7,-0.30,
TAN,Tanfield Group PLC,Industrials,Machinery - Construction and Handling,£0.0387,7.9578,,0.5,,,,1.3,,,,,,0.3,0.2,,,,,5.5,0.0000,0.0000,-0.7,93.5,0.5,0.40,
THRL,Target Healthcare REIT Ltd,Real Estate,Health Care REITs,£0.7345,1.5592,1.3256,,,,12.4,14.5,21.0,17.7,,0.9,,0.7,1.0,9.1,0.8,Buy,Outperform,0.0,0.0000,0.0000,,-13,21.6,0.89,
TKO,Taseko Mines Ltd,Basic Materials,General Mining,£1.125,0.48118,2.1188,29.0,7.5,,34.7,180.2,15.9,,,0.4,,1.4,2.0,,,Buy,Buy,33.2,,,4.3,12.5,-25.5,0.81,
TAST,Tasty PLC,Consumer Discretionary,Restaurants and Bars,£0.0155,6.0898,,,,,,,,,,,,-1.3,1.7,,,No Opinion,No Opinion,-6.4,0.0000,0.0000,16.5,-58.7,-16.7,-0.37,
TATE,Tate & Lyle PLC,Consumer Staples,Food Products,£6.80,0.82588,0.99415,14.5,24.9,17.5,12.4,14.0,15.3,13.4,14.2,1.1,,2.3,2.1,2.7,2.6,Outperform,Outperform,213.0,-0.0064,0.2613,0.7,5.48,114.1,0.71,
TAM,Tatton Asset Management PLC,Financials,Asset Managers and Custodians,£4.995,0.35474,0.38407,16.4,20.9,18.2,23.4,24.0,24.2,22.0,,9.7,2.3,7.1,8.5,2.9,1.4,Buy,Buy,16.6,0.1463,-0.2062,-1.5,36.3,21.9,0.35,
TAVI,Tavistock Investments PLC,Financials,Diversified Financial Services,£0.04625,,,,,,,,,,,,,0.6,0.8,,,No Opinion,No Opinion,-0.9,0.0000,0.0000,-58.6,-47.1,-4.3,0.37,
TMI,Taylor Maritime Investments Ltd,Financials,Asset Managers and Custodians,$0.9,1.9396,4.7689,,,,,11.4,1.8,,,,,0.5,0.8,8.9,1.0,,,0.0,0.0365,-3.8357,,-17.6,6.5,0.01,
TMIP,Taylor Maritime Investments Ltd,Financials,Asset Managers and Custodians,£0.744,2.3913,4.9563,,,,,11.2,1.8,,,,,0.5,0.8,,1.2,,,0.0,,,,-35,6.5,0.09,
TW.,Taylor Wimpey PLC,Consumer Discretionary,Home Construction,£1.1645,1.9917,2.4056,4.0,8.0,8.3,12.9,6.0,9.8,11.5,11.9,,1.0,0.9,1.5,7.9,2.1,Outperform,Outperform,852.0,0.0000,0.5554,-1.0,38.4,7.1,1.25,
TBCG,TBC Bank Group PLC,Financials,Banks,£29.95,5.5454,8.4661,,,,5.0,5.4,4.8,6.1,,0.6,0.2,1.4,1.1,5.7,3.2,Buy,Buy,0.0,0.0000,-0.6265,,91.2,7.2,0.70,
CTO,TClarke PLC,Industrials,Construction,£1.375,1.4359,1.2044,7.5,10.4,8.5,,7.1,11.5,8.4,15.1,,0.3,1.6,2.6,3.9,3.6,No Opinion,Buy,11.5,0.8808,10.9959,0.06,27.7,16.1,0.55,
TIG,Team Internet Group,Technology,Consumer Digital Services,£1.314,1.2622,0.98863,20.0,51.3,,7.9,8.1,16.5,13.0,38.5,2.7,0.2,2.8,4.2,0.8,16.4,Buy,Buy,25.0,-0.1809,0.9471,0.7,16.7,8.2,0.62,
TEAM,Team PLC,Financials,Asset Managers and Custodians,£0.375,,,,,,,,,,,,,1.0,1.7,,,,,-1.6,0.0000,0.0000,,-38.5,-4.9,0.12,
TM17,Team17 Group PLC,Consumer Discretionary,Electronic Entertainment,£2.875,1.1858,0.58809,11.7,34.6,25.2,10.6,10.1,35.3,23.7,,,1.4,1.6,8.0,,,Buy,Buy,31.1,0.0144,1.9647,-0.9,-23.4,109.2,0.28,
TM1,Technology Minerals PLC,Basic Materials,General Mining,£0.01725,,0,,,,,,,,,,,1.0,,,,Buy,Buy,-1.6,0.0000,0.0000,,-9.21,-10.5,1.42,
TEK,Tekcapital PLC,Technology,Computer Services,£0.125,,,2.9,,,,,,,,,,,0.9,,,,,8.9,0.0000,0.7307,-0.1,-34.2,-9.3,0.89,
TGP,Tekmar Group PLC,Energy,Pipelines,£0.125,,,,,,,,,,,,,0.2,,,,No Opinion,No Opinion,-4.5,0.0000,0.0000,,51.5,-26.7,-0.02,
TEP,Telecom plus PLC,Telecommunications,Telecommunications Services,£14.78,0.53491,0.35741,9.3,20.5,18.7,14.2,15.2,24.3,21.6,22.5,2.1,0.4,5.1,5.9,5.4,1.2,Buy,Buy,115.6,0.0081,0.0000,-0.8,-8.78,4.9,0.85,
TMPL,Temple Bar Investment Trust PLC,Financials,Closed End Investments,£2.36,,2.4698,,,,,,4.7,,,,,1.0,0.9,3.9,,,,0.0,0.0000,0.0000,,20.7,25.6,1.15,
TEM,Templeton Emerging Markets Investment Trust PLC,Financials,Closed End Investments,£1.458,0.18906,,,,,,>500,,,,,,0.8,0.9,3.4,0.04,,,0.0,0.0000,5.2474,,4.29,27.0,0.67,
TEG,Ten Entertainment Group PLC,Consumer Discretionary,Recreational Services,£3.01,0.78992,0.3793,12.0,41.0,,9.3,10.3,41.8,,,1.0,0.1,3.5,4.9,3.3,2.9,Buy,Buy,33.1,0.0000,2.9239,3.6,45.3,24.3,0.06,
TENG,Ten Lifestyle Group PLC,Consumer Discretionary,Travel and Tourism,£0.9725,,,,,,29.2,,,,,,,8.3,7.2,,,Buy,Buy,-3.6,-1.1031,0.0000,0.006,103,-14.3,0.71,
TERN,Tern PLC,Technology,Software,£0.05,,,2.7,,,,,,,,,,0.8,1.4,,,,,6.8,-5.2596,0.0000,-0.1,-42.9,-4.8,0.83,
TYM,Tertiary Minerals PLC,Basic Materials,General Mining,£0.0012,,0,10.8,,,,,,,,,,2.4,2.6,,,,,0.2,0.0000,0.0000,-0.3,-51,-2.3,-0.27,
TRA,Tertre Rouge Assets PLC,Financials,Diversified Financial Services,£0.65,,0,,,,,,,,,,,4.8,,,,,,-0.6,0.0000,0.0000,,0,-7.0,0.00,
TSCO,Tesco PLC,Consumer Staples,Food Retailers and Wholesalers,£2.6385,1.0707,1.4931,18.8,13.7,16.9,11.9,12.1,13.2,16.3,24.0,6.3,,1.6,1.4,4.1,2.0,Outperform,Outperform,1698.0,0.0005,0.0000,3.1,29.9,16.3,0.72,
TFGS,Tetragon Financial Group Ltd,Financials,Closed End Investments,£7.85,,6.4059,,,,,,1.8,,,,,0.3,0.3,,,,,0.0,,,,-9.51,-7.5,0.04,
TFG,Tetragon Financial Group Ltd,Financials,Closed End Investments,$9.85,,5.8189,,,,,,1.8,,,,,0.3,0.3,4.5,,,,0.0,0.0000,0.0000,,7.75,-7.5,0.09,
THAL,Thalassa Holdings Ltd,Energy,Offshore Drilling and Other Services,£0.245,,6.3911,,,,,,4.0,,,,,0.2,0.5,,,No Opinion,No Opinion,-1.8,0.0000,0.0000,,-31,-3.9,0.03,
TV1,Thames Ventures Vct 1 PLC,Financials,Closed End Investments,£0.48,,1.5876,,,,,,9.9,,,,,0.9,0.9,5.2,,,,0.0,-0.0042,0.0000,,-11.4,-23.7,-0.03,
DO1D,Thames Ventures Vct 2 PLC,Financials,Asset Managers and Custodians,£0.0325,,34.977,,,,,,0.4,,,,,0.06,0.06,,,,,0.0,,,,0,55.5,0.00,
TV2A,Thames Ventures Vct 2 PLC,Financials,Asset Managers and Custodians,£1.005,,1.1339,,,,,,12.1,,,,,1.9,1.9,,,,,0.0,,,,0.249,55.5,0.00,
TV2H,Thames Ventures Vct 2 PLC Healthcare,Financials,Asset Managers and Custodians,£0.545,,1.4957,,,,,,10.0,,,,,1.0,1.5,,,,,0.0,,,,-26.6,55.5,-0.16,
TV2V,Thames Ventures Vct 2 PLC Ventures,Financials,Asset Managers and Custodians,£0.525,,1.7488,,,,,,8.2,,,,,1.0,1.3,,,,,0.0,,,,-17.3,55.5,-0.13,
THS,Tharisa PLC,Basic Materials,General Mining,£0.735,5.4587,3.5798,1.4,1.8,5.1,2.6,2.2,3.5,9.4,,,0.5,0.5,0.8,7.7,6.5,Buy,Buy,190.6,-0.3780,0.0000,-0.3,-24.2,4.3,0.50,
ART,The Artisanal Spirits Company PLC,Consumer Staples,Distillers and Vintners,£0.70,,,,,,,,,,,,,2.2,2.9,,,Buy,Buy,-1.5,0.0179,0.0000,2.5,-6.67,-5.6,0.09,
PIER,The Brighton Pier Group PLC,Consumer Discretionary,Restaurants and Bars,£0.385,4.077,2.518,4.9,7.5,,,2.4,6.3,,,,0.3,,1.3,,,Buy,Buy,7.6,0.0000,0.0000,1.5,-31.3,5.2,0.28,
ESCT,The European Smaller Companies Trust PLC,Financials,Closed End Investments,£1.47,,4.8407,,,,,,2.3,,,,,0.9,0.9,3.0,,,,0.0,0.0000,4.7809,,17.9,19.4,1.14,
FUL,The Fulham Shore PLC,,,£0.1405,,,,,,,,,,,,,,,,,,,,-36.1745,-17.9305,,44.1,,,
GYM,The Gym Group PLC,Consumer Discretionary,Recreational Services,£1.202,,,8.5,41.9,,,,,,,,,1.6,3.0,,,Outperform,Outperform,74.4,0.0002,-0.1534,5.8,5.62,-29.5,0.81,
TMG,The Mission Group PLC,Consumer Discretionary,Media Agencies,£0.39,3.1358,2.5384,19.1,10.2,18.2,5.9,5.8,9.8,18.1,12.5,,3.2,0.4,0.6,6.4,2.7,Buy,No Opinion,3.0,0.0000,0.0000,1.8,-13.5,11.9,0.46,
PEBB,The Pebble Group PLC,Consumer Discretionary,Media Agencies,£0.95,0.85922,0.76787,14.9,22.0,22.6,16.5,16.4,26.0,,,,1.9,1.9,3.0,0.6,9.7,Buy,Buy,10.3,0.0000,0.0000,-0.3,2.8,65.1,0.29,
TRIG,The Renewables Infrastructure Group Ltd,Financials,Closed End Investments,£1.092,2.3915,1.3188,,,,9.3,5.0,13.4,12.4,16.7,,0.1,0.8,1.1,6.3,3.1,Outperform,Outperform,0.0,0.0004,-0.5880,,-9.91,13.8,0.53,
WRKS,TheWorks.co.uk PLC,Consumer Discretionary,Specialty Retailers,£0.3725,0.83477,0.50069,11.5,6.7,,4.9,2.3,2.2,,,,,14.1,94.1,4.3,10.2,Buy,Buy,9.7,0.0000,4.3000,2.6,7.16,-17.7,0.31,
THG,THG PLC,Consumer Discretionary,Specialty Retailers,£0.7473,,,,,,,,,,,,,0.7,1.6,,,Outperform,Outperform,-199.0,0.0000,0.0000,6.1,83.6,-7.2,1.98,
TPOU,Third Point Offshore Investors Ltd,Financials,Closed End Investments,$19.225,,2.4809,,,,,,4.9,,,,,1.3,1.4,,,,,0.0,0.0000,6.8536,,-4.83,-1595.3,0.22,
TPOS,Third Point Offshore Investors Ltd,Financials,Closed End Investments,£15.70,,2.5278,,,,,,5.0,,,,,1.3,1.5,,,,,0.0,,,,-20.8,-1595.3,0.06,
TLEP,Thomaslloyd Energy Impact Trust PLC,Financials,Asset Managers and Custodians,£0.84,,,,,,,,,,,,,,,,,,,,,,,-3.45,,0.25,
TLEI,Thomaslloyd Energy Impact Trust PLC,Financials,Asset Managers and Custodians,$1.045,,,,,,,,,,,,,,,,,,,,0.0000,0.0000,,8.08,,0.21,
THR,Thor Energy PLC,Basic Materials,General Mining,£0.018,,,,,,,,,,,,,0.3,1.2,,,No Opinion,No Opinion,-1.0,-0.0034,-86.5054,,-65.7,-1.9,0.71,
THX,Thor Explorations Ltd,Basic Materials,Gold Mining,£0.18,1.9011,,4.4,,,4.3,5.6,,,,0.2,,1.6,2.2,,,Outperform,Outperform,40.0,0.0000,0.0000,0.5,20,3.5,0.64,
TFW,Thorpe (F W) PLC,Technology,Electronic Components,£4.35,0.51509,0.50864,18.9,25.0,20.1,,24.5,35.8,27.3,23.3,,0.8,3.5,3.7,1.4,2.8,No Opinion,No Opinion,24.9,-0.2449,0.0000,-1.0,24.6,40.4,0.24,
THRU,Thruvision Group PLC,Industrials,Electronic Equipment - Gauges and Meters,£0.285,,,,,,,,,,,,,4.8,4.0,,,Buy,Buy,-0.9,-0.3154,0.0000,,21.8,-14.2,0.03,
TGA,Thungela Resources Ltd,Energy,Coal,£7.156,109.12,27.531,0.2,0.5,,2.6,1.2,1.2,,,,0.01,0.8,0.7,69.7,1.3,Buy,Buy,29690.0,0.0000,5.2100,-0.5,-43.5,0.4,1.14,
0QS4,Thurgauer Kantonalbank,Financials,Banks,CHF122.696,2.0078,2.0073,,,,,16.4,14.5,8.0,,,5.8,0.3,0.3,2.5,2.4,,,0.0,,,,6.61,13.3,0.08,
TIFS,TI Fluid Systems PLC,Consumer Discretionary,Auto Parts,£1.163,1.3657,1.6503,8.8,11.6,9.4,5.8,15.8,27.3,33.2,,0.09,,1.0,1.7,1.9,3.4,Outperform,Outperform,180.0,0.0000,0.0000,2.3,-6.85,75.1,1.61,
TIA,Tialis Essential It PLC,Technology,Computer Services,£0.44,,1.9201,14.1,20.7,,110.0,,,,,,,1.6,-0.7,,,No Opinion,No Opinion,1.1,-7.5707,1.2105,2.2,-57.1,20.8,0.12,
TIR,Tiger Royalties And Investments PLC,Financials,Closed End Investments,£0.0015,,,,,,,,,,,,,1.6,1.7,,,,,0.0,0.0000,0.0000,,-33.3,-4.7,-0.04,
TIME,Time Finance PLC,Financials,Mortgage Finance,£0.28,2.6702,3.8855,6.0,6.6,6.4,6.5,7.5,7.1,8.6,10.7,0.5,0.3,0.4,0.3,,,No Opinion,Buy,4.3,0.1081,0.0000,-0.0,67.2,12.0,0.05,
TMO,Time Out Group PLC,Consumer Discretionary,Publishing,£0.485,,,,,,,,,,,,,2.9,2.9,,,No Opinion,No Opinion,-14.4,0.0000,0.0000,36.5,34.7,-16.0,-0.04,
TNT,Tintra PLC,Consumer Discretionary,Casinos and Gambling,£0.675,,,,,,,,,,,,,9.1,154.6,,,,,-2.5,-0.2195,0.0459,,-67.9,-0.8,-0.35,
TBLD,tinyBuild Inc,Technology,Software,£0.0725,6.9261,0.71359,,27.2,,8.4,4.0,44.5,,,,,0.2,5.3,,,Outperform,Outperform,6.5,-0.0619,0.0000,-1.1,-93.5,,0.75,
TGR,Tirupati Graphite PLC,Basic Materials,General Mining,£0.165,,,,,,,,,,,,,1.0,3.8,,,,,-2.1,-1.1387,8.5458,,-57.7,-3.9,-0.01,
TRX,Tissue Regenix Group PLC,Health Care,Biotechnology,£0.55,,,,,,,,,,,,,1.5,1.5,,,No Opinion,No Opinion,-2.1,0.2245,0.0000,,13.4,-15.4,0.29,
TON,Titon Holdings PLC,Industrials,Building Materials - Other,£0.8,,2.1238,,8.3,,,,12.5,,,,,0.6,0.8,2.5,,No Opinion,No Opinion,-0.6,0.0000,4.4973,-0.0,0,-3.0,-0.28,
TLOU,Tlou Energy Ltd,Energy,Oil - Crude Producers,£0.014,,,,,,,,,,,,,0.3,0.4,,,No Opinion,No Opinion,-3.2,0.0000,0.0000,,1.82,-6.4,0.39,
TMTA,TMT Acquisition PLC,Financials,Open End and Miscellaneous Investment Vehicles,£0.17,,,,,,,,,,,,,1.0,1.3,,,,,-0.1,0.0000,0.0000,,-5.56,-48.4,-0.08,
TMT,TMT Investments PLC,Financials,Asset Managers and Custodians,$2.80,,6.8074,,,,,,2.6,,,,,0.4,0.8,,,,,0.0,0.0000,0.0000,,-21.6,-13.0,0.27,
TOM,TomCo Energy PLC,Energy,Oil - Crude Producers,£0.00055,0,,,,,,,,,,,,0.2,2.0,,,,,-0.5,0.0000,8.4859,,-89.3,-1.3,0.41,
TOOP,Toople PLC,Telecommunications,Telecommunications Equipment,£0.00008500,0,15.145,,,,,,,,,,,-0.5,-15.4,,,,,-1.1,0.0000,0.0000,,-10.5,-2.0,-0.01,
TPT,Topps Tiles PLC,Consumer Discretionary,Home Improvement Retailers,£0.487,0.83486,1.0729,12.4,12.1,,11.8,8.0,11.4,13.8,14.2,,6.9,3.6,5.4,7.3,1.7,Buy,Buy,15.0,0.0712,4.3217,2.2,36.4,1641.9,0.53,
MEX,Tortilla Mexican Grill PLC,Consumer Discretionary,Restaurants and Bars,£0.705,,0.1565,120.0,30.5,,26.6,,68.0,,,,,7.6,18.3,,,Outperform,Outperform,0.5,0.0000,0.0000,4.3,-55.2,-11.5,0.23,
TTE,TotalEnergies SE,Energy,Integrated Oil and Gas,€63.82,1.397,1.6452,4.1,6.4,,,8.2,8.7,,,,0.2,1.5,1.2,4.5,2.7,No Opinion,No Opinion,46216.0,0.5868,0.0000,0.4,51.3,5.9,0.72,
TLY,Totally PLC,Health Care,Health Care Services,£0.064,3.5481,0.54494,4.3,37.0,,5.6,5.3,52.9,,,,0.7,0.3,2.0,9.8,1.9,Buy,Buy,2.4,0.0000,1.0481,-0.3,-77.9,-2.4,0.40,
TST,Touchstar PLC,Technology,Computer Hardware,£0.9625,0.74482,0.66252,10.8,24.0,,14.4,14.6,18.8,,,9.6,0.3,2.8,2.7,,,No Opinion,No Opinion,0.4,0.2950,2.8118,-2.4,28.3,4.3,0.20,
